,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Female,Misdemeanor,Two_yr_Recidivism
2638,2,1,0,1,1,0,0,1
2639,0,1,0,0,0,0,1,0
2640,1,0,1,0,1,1,1,1
2642,1,0,0,1,0,0,0,1
2643,0,1,0,1,1,0,0,1
2644,0,1,0,1,1,0,0,0
2645,0,1,0,1,1,0,0,0
2646,3,0,1,0,1,0,0,0
2647,21,1,0,0,1,0,0,1
2649,0,0,0,0,1,1,1,0
2650,1,0,1,0,0,0,0,0
2651,4,0,0,0,0,0,0,0
2652,1,0,1,0,1,0,0,0
2653,1,0,0,0,1,0,0,1
2655,1,0,0,1,0,0,0,0
2656,3,0,1,0,0,0,0,0
2657,2,1,0,0,0,0,0,1
2658,3,0,0,0,0,0,0,0
2659,1,0,0,0,0,0,0,0
2660,0,1,0,1,1,0,0,0
2661,1,1,0,1,1,0,0,0
2662,0,0,1,0,0,0,1,0
2663,3,1,0,0,0,0,0,1
2664,3,0,0,0,1,0,0,1
2665,0,0,1,0,0,0,0,1
2666,2,1,0,1,0,0,0,0
2667,1,0,0,0,0,0,0,1
2668,15,1,0,0,1,0,0,0
2669,0,0,0,0,1,0,0,0
2670,10,1,0,0,1,0,0,1
2671,3,1,0,1,1,1,1,0
2672,6,0,0,0,0,0,1,1
2673,9,1,0,0,1,0,0,1
2675,9,0,0,0,0,0,0,0
2676,10,1,0,0,1,1,0,1
2678,0,1,0,0,1,0,0,1
2679,23,1,1,0,1,0,0,1
2680,8,1,0,0,0,1,0,1
2681,3,0,1,0,0,0,0,0
2682,0,1,0,1,0,1,1,0
2683,2,1,0,0,1,1,0,0
2684,2,0,0,0,1,0,1,1
2685,13,1,1,0,1,0,0,1
2686,0,0,0,1,1,0,1,1
2688,1,0,1,0,1,1,0,0
2689,2,1,0,0,0,0,0,0
2690,10,0,0,0,0,0,1,0
2691,2,1,0,0,0,0,0,0
2692,3,1,0,0,1,1,0,0
2693,1,1,0,0,1,0,0,0
2694,2,0,0,0,0,0,1,0
2695,5,1,0,0,1,0,0,0
2697,0,0,1,0,0,0,1,0
2698,2,0,0,0,1,0,0,1
2699,7,0,0,0,1,0,0,0
2700,3,0,1,0,0,0,1,1
2701,3,1,0,0,1,0,0,1
2702,1,0,1,0,0,1,1,1
2703,0,1,0,0,1,1,0,1
2704,0,0,0,1,1,1,1,0
2705,6,1,0,0,1,0,0,1
2707,4,1,0,0,1,1,0,0
2709,14,1,0,0,1,0,0,1
2710,1,0,0,1,0,0,1,0
2711,3,0,1,0,0,0,0,1
2712,3,0,0,0,1,1,0,0
2713,4,1,0,0,1,1,0,1
2714,2,0,0,1,0,0,0,1
2715,2,0,0,0,1,0,0,1
2716,0,1,0,0,1,0,0,0
2717,0,0,0,0,0,0,1,0
2718,3,0,0,0,1,1,0,0
2719,1,0,0,0,1,0,0,1
2720,6,1,0,0,0,0,0,1
2721,3,0,1,0,1,0,0,0
2722,1,0,0,1,1,0,1,1
2723,0,1,0,0,1,0,0,0
2725,9,1,0,0,0,0,0,1
2728,9,1,0,1,1,0,1,1
2729,16,1,0,0,1,0,0,1
2731,0,1,0,1,1,0,0,0
2733,7,1,0,1,1,0,0,1
2735,0,0,1,0,0,0,0,0
2736,4,1,0,0,1,1,0,1
2738,1,1,1,0,1,0,1,0
2739,0,0,1,0,0,0,0,1
2740,3,1,1,0,1,0,0,1
2741,14,1,0,0,1,0,0,0
2742,0,0,0,0,0,0,1,0
2743,21,1,0,0,1,0,0,0
2744,3,0,0,0,1,1,0,1
2746,1,1,0,1,1,0,0,1
2747,9,1,0,0,1,0,0,1
2749,9,1,1,0,1,0,0,1
2750,0,1,0,1,1,0,0,1
2751,2,1,0,0,0,1,0,1
2752,3,1,0,1,1,0,1,1
2753,1,0,0,0,0,0,0,0
2754,4,0,1,0,0,0,0,0
2755,0,0,0,1,1,0,0,0
2757,8,0,1,0,1,0,1,1
2758,4,0,0,0,1,0,0,1
2759,4,1,0,1,1,0,0,1
2760,5,1,0,0,1,0,0,0
2761,0,0,0,1,0,0,1,1
2763,1,1,0,0,0,1,1,1
2765,3,1,0,0,1,0,0,1
2767,10,1,0,0,1,0,0,1
2768,1,0,0,1,1,0,1,0
2769,1,0,0,0,1,0,0,0
2770,2,1,0,1,1,0,0,1
2771,6,1,0,1,1,0,0,1
2772,17,1,0,0,0,0,0,1
2773,1,0,0,0,1,0,0,0
2774,6,1,0,0,1,0,0,1
2775,1,0,0,0,0,0,1,0
2776,2,0,0,0,0,0,1,0
2777,10,1,0,0,0,0,0,1
2778,4,1,0,1,0,0,1,1
2779,10,0,1,0,1,0,0,1
2780,9,1,0,0,1,0,0,1
2782,1,0,0,0,0,0,0,1
2783,1,0,0,0,0,0,0,0
2784,1,0,0,0,0,0,0,0
2785,2,1,0,0,1,0,0,1
2786,0,0,0,1,1,0,1,1
2787,4,1,0,0,1,0,0,1
2788,0,0,0,0,1,0,0,1
2790,0,0,0,0,0,1,1,0
2791,19,1,0,0,1,0,0,1
2792,0,0,0,0,0,0,1,0
2793,6,1,0,0,1,0,0,1
2794,0,0,0,0,0,0,1,1
2795,2,1,0,0,0,1,0,1
2796,8,1,0,0,1,0,0,1
2797,0,1,0,0,1,0,0,0
2798,8,0,1,0,1,0,0,0
2799,1,0,0,1,0,0,1,1
2800,6,0,0,0,1,0,0,1
2801,0,0,0,0,1,0,0,0
2802,4,1,0,0,0,0,0,0
2803,2,1,0,1,0,1,0,0
2804,13,1,1,0,1,0,1,1
2805,0,1,0,1,0,0,0,1
2806,5,1,0,0,0,1,0,0
2807,0,1,0,1,1,1,0,0
2808,3,0,0,0,1,0,0,0
2809,5,1,0,0,1,1,0,1
2810,0,0,0,0,0,1,1,0
2811,0,0,0,1,1,0,1,0
2812,3,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,0,0
2814,1,1,0,1,1,0,0,1
2815,0,0,0,1,1,0,1,0
2816,1,0,1,0,1,1,0,0
2817,3,1,0,1,1,0,0,1
2818,1,1,0,1,1,0,0,1
2819,1,0,0,1,1,1,0,1
2820,7,1,0,0,0,1,0,1
2821,2,0,0,0,0,0,0,1
2823,2,1,0,1,1,1,0,1
2824,0,1,0,0,0,0,0,0
2825,2,1,0,1,1,0,1,1
2826,1,0,0,0,1,0,0,0
2827,1,0,0,0,1,0,1,1
2828,24,1,0,0,1,0,1,1
2829,1,1,0,0,1,0,0,0
2830,0,0,1,0,0,0,0,0
2831,1,1,0,0,0,1,1,1
2832,0,1,0,1,1,1,1,0
2833,0,0,0,0,1,1,1,0
2834,7,1,0,0,1,0,0,1
2835,6,0,1,0,1,0,0,0
2836,2,0,0,0,0,1,0,1
2837,5,1,0,0,1,0,1,1
2839,6,1,0,0,0,0,1,1
2840,0,0,1,0,0,0,1,0
2841,5,1,0,0,1,0,0,1
2842,0,0,0,1,1,0,0,1
2843,10,1,0,0,1,0,0,1
2844,2,1,0,1,1,0,0,1
2845,10,1,0,0,1,0,0,1
2846,0,0,1,0,1,1,1,0
2847,0,0,0,0,1,0,1,0
2848,7,1,0,1,1,0,0,1
2849,3,0,0,0,1,0,0,1
2850,7,0,0,0,1,0,0,0
2851,0,0,0,0,0,1,1,0
2853,1,0,0,0,1,0,0,0
2854,0,1,0,1,1,0,0,1
2855,2,1,0,0,1,0,1,0
2856,1,0,0,0,1,0,1,1
2857,18,1,0,0,0,0,0,1
2858,3,0,0,0,1,1,0,1
2859,0,1,0,1,0,0,0,1
2860,0,0,0,0,1,0,1,1
2861,6,1,1,0,1,0,1,1
2862,4,0,1,0,1,1,0,0
2863,1,1,0,1,0,1,1,0
2865,0,0,0,0,0,0,1,1
2866,5,1,0,0,1,0,0,1
2867,1,0,0,0,1,0,1,0
2868,2,0,1,0,0,1,0,0
2869,1,1,0,0,1,0,0,1
2870,23,1,0,0,1,0,0,1
2871,25,1,0,0,1,0,1,1
2872,18,1,0,0,1,0,0,1
2873,1,0,1,0,1,0,1,0
2874,11,1,0,0,1,0,0,0
2875,0,0,0,0,0,1,0,0
2877,9,1,0,0,0,0,0,0
2878,7,1,0,1,1,0,0,1
2880,0,0,0,0,0,0,0,0
2881,7,1,0,0,1,0,0,0
2882,0,0,0,0,1,1,1,1
2883,1,0,0,0,1,0,0,0
2884,3,0,0,0,1,0,1,0
2886,3,1,0,0,1,1,0,0
2887,26,1,0,0,1,0,0,1
2889,1,0,1,0,0,0,0,0
2890,1,0,1,0,0,0,0,0
2891,1,0,0,1,1,0,1,0
2892,0,0,0,0,1,0,0,0
2893,11,1,1,0,1,0,0,0
2894,13,0,1,0,0,0,0,0
2895,9,1,0,0,1,0,0,1
2896,1,0,0,0,0,1,0,0
2899,5,1,0,0,1,1,0,1
2900,0,0,1,0,1,0,0,0
2901,0,0,0,0,0,0,0,0
2902,2,0,0,1,1,0,0,1
2903,1,1,0,1,1,0,0,1
2904,10,1,0,0,1,1,0,0
2905,8,1,0,1,0,0,0,0
2906,2,1,0,0,0,1,0,1
2907,0,0,0,0,0,0,0,0
2908,0,0,0,0,0,0,0,0
2909,4,0,0,0,1,0,1,1
2910,0,0,0,0,1,0,0,1
2911,2,0,1,0,0,0,0,0
2912,10,1,1,0,0,1,0,1
2913,0,0,0,1,1,0,0,1
2914,1,1,0,1,1,1,0,1
2915,0,1,0,0,1,0,0,1
2916,1,1,0,1,1,0,0,1
2918,2,1,0,1,0,0,0,1
2919,0,1,0,1,1,0,0,1
2920,2,0,0,0,0,0,0,0
2921,0,0,1,0,0,1,1,0
2922,1,1,0,1,1,0,0,1
2923,0,0,0,0,1,0,0,0
2924,1,0,0,1,0,0,0,0
2926,3,1,0,0,0,0,0,1
2927,1,0,0,0,1,1,0,0
2928,3,0,1,0,0,0,1,0
2930,0,0,0,0,1,0,1,0
2931,0,0,0,0,0,0,1,1
2932,3,1,0,1,1,0,0,1
2934,3,1,0,1,1,0,0,1
2935,2,0,1,0,0,0,0,0
2936,0,0,0,0,1,0,1,0
2937,0,0,0,0,0,1,0,1
2938,0,0,0,0,0,0,0,0
2939,0,1,0,1,1,0,1,1
2940,0,1,0,1,0,0,0,1
2942,3,1,0,0,0,0,0,1
2944,0,1,0,0,0,0,0,1
2946,7,1,0,0,1,0,0,1
2947,0,0,1,0,0,0,1,0
2948,11,1,0,0,1,1,0,0
2949,7,0,0,0,1,0,0,0
2950,1,0,0,0,1,0,0,1
2951,15,1,0,0,1,1,1,1
2952,9,0,0,0,0,0,1,0
2953,0,1,0,0,1,0,0,1
2955,0,0,0,0,0,1,1,0
2956,5,1,0,0,0,0,0,1
2957,0,0,0,0,0,0,1,1
2958,4,0,0,0,1,0,0,0
2960,1,0,0,0,1,0,1,1
2962,2,1,0,1,0,1,1,1
2963,0,0,1,0,0,0,0,0
2964,1,0,1,0,0,0,0,1
2965,3,0,0,0,0,0,1,1
2966,1,0,0,0,0,0,0,1
2967,0,0,0,0,1,0,1,1
2968,0,0,0,0,1,0,1,0
2969,5,0,0,0,0,0,0,0
2970,0,0,0,1,1,0,0,0
2971,8,1,0,0,1,0,1,0
2972,7,0,1,0,0,0,0,0
2973,3,0,1,0,1,0,1,1
2974,7,1,1,0,0,0,0,1
2975,5,0,0,0,0,0,0,1
2976,3,1,1,0,0,0,1,0
2977,0,0,0,0,0,0,0,0
2978,27,1,0,0,1,0,1,0
2979,5,1,0,0,1,0,0,0
2980,0,0,0,0,1,1,1,1
2981,0,1,0,1,0,0,0,1
2982,2,1,0,0,0,1,0,1
2983,0,1,0,1,0,0,1,0
2984,0,0,0,1,1,0,1,1
2985,1,1,0,1,1,0,1,1
2986,0,0,0,0,1,0,1,1
2987,8,0,1,0,0,0,0,0
2988,1,0,0,0,1,0,1,0
2989,0,1,0,0,0,1,1,0
2990,0,0,1,0,0,0,0,0
2991,16,1,1,0,0,0,0,1
2992,3,0,0,0,1,0,0,1
2993,0,0,1,0,1,0,1,0
2994,3,1,0,0,0,1,0,1
2995,0,0,0,0,1,1,0,0
2998,11,1,0,0,1,0,0,0
2999,11,1,0,0,1,0,0,1
3000,4,0,0,0,1,0,1,0
3002,1,1,0,1,1,1,0,1
3003,1,0,0,0,0,1,0,0
3004,0,0,0,0,1,0,1,1
3005,7,1,0,0,0,0,0,1
3006,1,1,0,1,1,0,0,0
3007,0,1,0,1,1,0,0,1
3008,3,0,0,0,0,1,0,0
3009,1,0,1,0,1,0,1,0
3010,3,0,1,0,0,0,0,0
3011,2,1,0,0,1,0,0,1
3012,0,1,0,1,1,0,1,0
3013,0,0,1,0,0,0,0,0
3014,9,1,0,0,1,0,0,0
3015,2,1,0,1,1,1,0,1
3016,8,1,0,0,1,0,0,1
3017,2,1,0,0,1,1,1,0
3018,5,1,0,0,1,0,1,0
3020,1,1,0,1,1,0,0,1
3021,2,0,0,0,1,0,1,0
3022,0,0,0,0,0,0,1,0
3023,0,0,0,0,1,0,0,0
3024,2,0,0,1,1,0,0,1
3025,2,0,1,0,0,0,0,0
3026,0,1,0,0,1,1,0,1
3027,2,0,0,0,1,1,0,0
3028,5,0,0,0,0,0,0,1
3029,3,1,0,1,1,0,0,1
3030,3,0,0,0,0,1,1,1
3031,9,0,1,0,0,0,1,1
3032,1,1,0,1,1,1,0,1
3033,2,1,1,0,1,0,1,1
3034,1,0,1,0,0,1,1,0
3035,1,1,0,1,1,0,0,1
3037,3,1,0,0,1,1,0,1
3038,0,0,1,0,1,0,1,0
3039,2,1,0,0,1,0,0,0
3040,1,0,0,0,0,1,0,1
3041,4,1,1,0,1,0,0,0
3042,21,1,0,0,1,0,1,1
3043,0,0,0,0,0,0,0,0
3044,1,0,0,0,0,0,0,0
3045,2,0,0,0,0,1,0,0
3046,4,1,0,1,1,1,0,1
3047,0,0,0,0,0,1,0,1
3048,4,0,0,0,0,1,0,0
3049,20,1,0,0,1,0,0,1
3050,1,0,0,1,1,0,0,1
3051,0,0,1,0,1,0,1,0
3052,1,0,0,0,1,0,0,0
3053,1,0,0,1,1,0,0,1
3054,0,1,0,1,1,1,0,1
3055,0,0,0,0,0,1,0,1
3056,0,0,0,1,1,0,0,0
3057,4,1,0,0,1,0,0,0
3058,0,0,0,0,1,0,1,0
3060,0,0,0,0,0,0,0,0
3061,3,1,0,1,1,0,0,0
3063,5,0,0,0,0,0,0,0
3064,1,0,1,0,0,0,0,0
3065,0,1,0,1,1,0,0,1
3066,7,1,0,1,1,0,0,1
3067,0,0,0,1,0,0,0,0
3069,13,0,1,0,1,0,0,0
3070,2,1,0,1,1,1,0,0
3072,7,0,1,0,0,0,0,0
3073,3,1,0,0,1,0,0,1
3074,1,0,0,1,1,0,0,1
3075,0,0,1,0,1,0,0,0
3076,3,1,0,1,0,0,0,1
3077,1,0,0,0,1,0,1,0
3078,0,1,0,0,0,1,1,0
3081,1,0,1,0,1,0,1,0
3083,1,0,0,0,0,0,1,0
3084,0,0,0,0,1,0,1,0
3085,1,0,1,0,0,0,0,0
3087,7,0,0,0,1,0,0,0
3088,5,1,0,0,0,0,0,1
3089,0,1,0,0,0,1,0,0
3090,2,1,0,1,0,0,0,1
3093,1,1,0,1,0,0,0,1
3094,2,1,0,1,1,1,1,1
3095,6,1,0,0,1,0,0,1
3096,0,0,0,0,1,1,1,0
3097,3,0,1,0,0,0,1,1
3098,2,0,0,1,1,1,0,0
3099,4,1,0,0,0,0,0,1
3100,0,0,1,0,0,0,1,0
3101,14,1,0,1,1,0,0,1
3102,11,1,0,0,1,0,0,0
3103,22,1,1,0,1,0,0,1
3104,0,0,0,1,0,0,0,0
3105,5,1,0,0,1,0,1,0
3106,19,1,1,0,1,0,0,1
3107,0,0,1,0,1,0,1,1
3108,1,0,0,0,0,0,1,0
3110,0,0,0,0,1,0,0,0
3111,0,1,0,0,0,0,0,1
3112,5,0,0,0,1,0,0,1
3113,0,0,0,0,1,1,0,0
3115,1,1,0,0,0,1,0,0
3116,2,1,0,0,1,0,0,1
3117,9,1,0,0,1,1,0,1
3118,3,1,0,1,1,0,0,1
3119,5,1,0,0,1,0,0,0
3120,11,1,0,0,1,0,1,1
3121,13,1,1,0,1,0,0,0
3122,4,1,0,0,1,0,0,1
3123,1,0,0,0,0,1,1,0
3124,6,1,0,0,1,0,0,1
3125,9,1,0,0,0,0,0,1
3126,4,0,0,0,0,0,1,1
3127,3,1,0,1,0,0,1,1
3128,0,1,0,0,0,0,0,0
3130,0,1,0,0,0,1,1,0
3131,0,1,0,0,1,0,1,1
3132,1,0,1,0,0,0,0,0
3133,1,1,0,0,0,1,1,1
3134,8,1,0,0,1,0,0,0
3135,0,0,0,0,1,0,0,0
3136,2,0,0,0,0,0,0,0
3137,22,1,1,0,1,0,0,1
3139,0,0,1,0,0,0,1,1
3140,2,1,0,0,1,0,0,1
3141,1,0,1,0,0,0,1,0
3142,2,0,1,0,0,0,0,0
3143,0,1,0,0,0,0,1,1
3144,6,1,0,0,1,0,0,1
3145,1,0,0,0,0,0,0,0
3147,5,0,0,0,0,1,1,1
3148,0,0,0,0,1,0,1,0
3149,0,0,0,0,0,0,0,0
3150,3,0,1,0,0,1,1,0
3153,4,0,0,0,0,0,0,1
3154,6,1,0,1,1,0,0,1
3155,0,0,0,0,1,1,1,1
3156,5,0,0,0,1,0,0,0
3157,12,1,0,0,0,0,0,0
3158,2,0,0,0,1,1,0,1
3159,0,1,0,0,1,0,0,0
3160,0,0,0,0,0,1,1,0
3161,7,1,0,0,1,0,0,1
3162,0,1,0,1,1,0,0,1
3163,1,1,0,0,0,1,1,0
3164,0,1,0,0,0,0,0,0
3165,2,0,0,0,1,1,0,0
3166,4,0,1,0,0,1,0,0
3167,3,0,0,0,0,0,0,0
3169,3,1,0,0,1,0,0,0
3170,17,1,0,0,1,0,0,1
3171,3,1,0,0,0,0,0,1
3173,10,1,0,0,1,0,0,1
3174,5,0,1,0,0,0,1,1
3175,0,1,0,1,0,1,1,0
3176,10,0,1,0,0,0,0,1
3177,16,1,0,0,1,0,0,1
3178,6,1,0,0,1,0,1,1
3179,4,1,0,0,1,0,0,1
3180,0,0,0,1,1,0,0,0
3182,0,0,1,0,0,1,1,0
3183,1,1,0,0,0,0,0,1
3184,1,0,0,1,0,0,0,0
3185,0,0,0,0,0,0,1,1
3186,14,1,0,0,1,0,0,1
3187,0,0,1,0,0,1,1,0
3188,0,0,0,1,1,1,1,0
3191,4,0,0,0,0,1,0,1
3194,2,1,1,0,0,0,0,1
3196,5,0,0,0,1,0,0,0
3197,1,0,0,0,1,0,1,1
3198,1,1,0,1,1,0,0,0
3199,9,0,1,0,1,0,0,0
3200,1,0,1,0,0,0,1,0
3201,2,0,0,1,1,0,0,1
3202,1,0,1,0,0,1,1,1
3203,21,1,0,0,1,0,0,0
3204,1,0,0,0,1,1,0,0
3205,4,1,0,1,0,0,1,1
3206,22,1,0,0,1,1,0,1
3207,0,1,0,0,0,1,1,1
3208,0,0,0,1,1,0,0,0
3209,0,0,0,0,1,0,0,1
3210,0,0,1,0,0,1,1,0
3211,3,0,1,0,1,0,0,0
3212,9,1,0,0,1,0,1,1
3213,0,0,0,0,0,0,1,0
3214,1,0,0,0,1,0,0,0
3215,0,0,1,0,0,0,1,0
3216,2,0,0,0,1,0,0,0
3217,2,1,0,1,1,0,0,1
3219,0,0,0,0,0,0,1,0
3220,13,0,0,0,1,0,0,1
3221,4,1,0,0,1,0,0,0
3222,1,0,0,0,1,0,1,0
3223,1,1,0,0,1,0,0,0
3224,0,0,0,0,0,0,1,0
3225,0,0,0,0,0,0,0,0
3226,0,0,0,0,0,1,1,1
3228,19,1,1,0,1,0,0,0
3229,7,1,1,0,1,0,1,0
3230,1,0,0,0,1,1,1,0
3231,5,1,0,0,0,0,0,1
3232,1,0,0,0,1,0,0,0
3233,1,0,1,0,0,0,0,0
3234,1,0,0,0,0,0,0,0
3235,4,1,0,0,1,1,1,1
3237,3,1,0,0,0,0,0,1
3238,0,0,0,0,1,0,0,0
3239,0,0,1,0,0,0,1,0
3241,1,0,0,0,0,0,1,1
3242,1,0,0,0,1,1,0,1
3243,0,0,0,0,0,1,1,0
3245,6,0,1,0,0,0,0,1
3246,8,1,0,1,1,0,0,1
3247,0,0,0,0,0,0,0,1
3248,8,1,0,0,1,0,0,1
3249,20,1,1,0,1,0,1,0
3250,10,1,0,0,1,0,1,1
3251,1,1,0,1,1,0,0,1
3252,4,0,1,0,1,0,0,0
3253,0,0,0,0,1,0,0,1
3254,0,1,0,0,0,0,1,1
3255,2,1,0,0,1,0,0,1
3256,0,1,0,0,0,0,1,1
3257,0,1,0,1,1,0,0,0
3258,2,1,0,1,0,0,0,1
3259,3,1,0,0,0,0,1,0
3260,0,0,0,0,1,1,1,0
3261,11,1,0,1,1,0,0,1
3262,0,0,1,0,0,0,0,0
3263,2,0,0,1,1,0,1,1
3264,7,1,0,0,1,0,0,1
3265,1,0,0,1,1,0,0,0
3266,1,0,1,0,0,0,0,0
3267,3,0,1,0,0,0,0,0
3268,1,0,0,1,1,0,1,1
3269,0,0,0,0,0,1,1,0
3270,0,0,0,0,0,0,1,1
3271,16,1,0,0,1,0,0,1
3273,0,1,0,0,1,0,1,0
3274,2,0,0,0,0,1,1,1
3275,16,1,0,0,0,0,0,1
3276,1,0,1,0,1,1,0,0
3277,0,0,0,0,1,0,0,1
3278,0,0,0,0,1,0,1,0
3279,19,1,0,0,1,0,0,1
3280,1,1,0,1,1,0,0,0
3281,0,0,0,0,0,0,1,0
3282,13,0,1,0,1,0,0,1
3284,4,1,0,0,1,0,0,1
3286,2,1,0,0,0,0,0,0
3287,2,0,1,0,0,0,0,0
3288,14,1,0,0,1,0,0,1
3289,0,0,0,1,1,0,1,1
3290,8,1,0,0,1,0,0,0
3292,0,0,0,0,1,0,0,0
3293,0,1,0,0,1,0,0,0
3294,0,0,0,0,1,0,0,1
3295,2,1,0,0,0,1,0,1
3296,2,0,1,0,0,0,0,1
3297,0,0,1,0,0,0,1,0
3298,2,1,0,1,1,0,0,1
3299,2,0,1,0,1,1,0,1
3300,0,0,0,0,1,0,1,1
3301,0,0,0,0,0,0,0,0
3302,0,1,0,1,1,1,0,1
3303,1,0,0,1,0,0,0,0
3304,0,0,0,1,0,0,1,0
3305,0,0,0,0,1,0,0,0
3306,5,1,0,1,1,0,0,1
3307,4,1,0,0,1,0,0,1
3308,9,0,1,0,0,0,0,1
3309,3,1,0,0,1,1,1,0
3310,13,1,0,0,1,0,0,0
3311,2,0,0,0,1,0,0,0
3312,0,1,0,1,0,0,0,1
3313,22,1,0,0,1,0,1,1
3314,1,0,0,0,1,0,1,1
3315,4,0,1,0,0,0,1,1
3316,2,0,0,0,0,0,0,0
3317,0,0,1,0,1,0,1,0
3318,0,0,1,0,0,0,0,0
3319,2,0,0,0,0,0,0,1
3320,0,1,0,0,0,1,0,1
3321,1,1,0,0,0,1,0,0
3322,0,0,0,0,1,0,0,1
3323,3,0,0,1,1,0,0,1
3324,0,0,0,0,1,0,1,1
3325,4,0,0,0,1,0,1,1
3326,2,0,1,0,0,0,0,0
3327,1,1,0,0,0,0,0,1
3330,2,0,0,0,0,0,1,0
3335,1,1,0,1,1,0,0,1
3336,0,0,1,0,0,0,1,0
3337,1,0,0,1,0,0,0,1
3338,1,0,0,1,1,1,0,0
3339,9,0,1,0,0,0,0,1
3340,0,0,0,0,0,0,1,1
3341,2,0,0,0,0,0,0,0
3342,3,0,1,0,0,0,0,0
3343,6,0,1,0,0,0,1,1
3344,1,1,0,1,1,0,0,0
3345,2,0,1,0,0,0,0,0
3346,1,0,0,0,0,0,0,1
3347,5,1,0,0,1,0,0,0
3348,1,0,0,0,0,1,1,1
3349,0,0,0,0,1,0,0,1
3350,4,0,0,0,1,0,1,0
3351,0,0,1,0,0,0,1,0
3352,5,1,0,0,0,0,0,1
3353,0,0,0,1,0,1,1,0
3354,0,0,0,0,0,1,1,0
3355,1,0,0,1,1,0,1,0
3356,1,0,1,0,0,0,1,0
3357,0,1,0,1,1,1,0,1
3358,6,1,0,0,0,0,0,0
3359,29,1,0,0,1,0,0,1
3360,1,1,0,1,0,0,0,0
3361,0,1,0,1,1,1,0,1
3362,11,1,0,0,1,0,0,1
3363,0,0,0,0,1,1,1,0
3365,4,1,0,0,1,1,0,0
3366,0,0,1,0,0,0,1,0
3367,1,1,0,1,0,0,0,0
3368,2,0,0,0,0,0,0,0
3369,6,0,0,0,0,0,0,1
3370,3,0,0,0,0,0,1,1
3371,5,0,1,0,0,0,0,1
3373,2,1,0,0,1,0,0,1
3374,10,0,1,0,1,0,0,0
3375,0,1,0,1,1,0,1,0
3376,2,1,0,1,0,0,0,1
3379,0,1,0,0,1,0,1,1
3380,2,0,1,0,0,0,0,0
3381,4,0,0,0,0,0,1,1
3382,3,0,1,0,0,0,0,0
3383,3,1,0,1,1,0,0,1
3384,13,0,1,0,1,0,0,0
3385,2,1,1,0,0,0,0,0
3386,6,1,0,0,1,0,0,0
3387,1,1,0,1,1,0,1,0
3388,0,0,0,1,1,1,0,1
3389,17,1,0,0,0,0,0,1
3391,6,0,1,0,0,0,0,0
3392,0,0,0,0,0,1,1,0
3393,19,1,1,0,1,0,0,0
3394,12,1,1,0,0,0,1,0
3395,6,1,0,0,1,0,1,1
3396,0,0,0,0,1,0,1,1
3397,11,0,1,0,1,0,0,0
3398,0,1,0,0,0,0,0,0
3400,12,1,0,0,1,0,0,1
3401,0,0,0,0,0,1,0,0
3402,1,0,0,0,1,0,1,1
3403,3,1,0,0,0,1,1,0
3404,0,0,0,0,1,0,0,0
3405,4,0,0,0,1,0,0,0
3406,4,1,0,0,1,0,0,1
3407,7,1,0,0,0,0,0,1
3408,15,1,0,0,1,0,1,1
3409,1,1,0,1,1,0,1,1
3410,2,1,0,0,0,0,0,1
3411,0,0,0,0,0,0,0,1
3412,0,0,0,0,0,0,1,0
3413,4,0,0,0,1,0,0,0
3414,7,1,0,0,1,0,0,0
3415,0,1,0,1,0,1,0,0
3416,0,1,0,0,1,0,0,1
3417,0,0,0,1,0,0,0,0
3418,0,0,0,1,0,1,0,0
3419,0,0,1,0,1,1,1,0
3420,0,0,0,0,1,0,1,1
3421,1,1,1,0,1,0,1,1
3422,3,1,0,0,0,1,0,0
3423,3,1,0,0,1,0,0,1
3424,11,1,0,0,1,0,0,1
3425,2,0,0,1,0,1,0,0
3426,7,0,0,0,1,0,0,0
3427,0,0,0,0,1,0,1,0
3428,3,0,1,0,1,0,1,0
3429,0,0,1,0,0,0,0,0
3430,10,0,0,0,1,0,1,1
3431,0,0,1,0,0,0,0,0
3432,0,1,0,0,1,0,0,0
3433,5,0,1,0,1,0,0,1
3434,0,1,0,0,1,0,1,0
3435,0,1,0,1,1,0,0,1
3436,0,0,0,0,1,1,1,0
3437,0,1,0,1,1,0,0,1
3438,0,0,0,0,0,0,0,0
3439,0,0,0,0,1,0,1,0
3440,0,1,0,0,1,0,1,0
3441,1,0,0,0,1,0,1,0
3442,4,0,0,0,0,0,1,0
3443,15,1,0,0,1,0,0,0
3444,6,1,0,0,1,0,0,1
3445,6,0,0,0,1,0,0,0
3446,2,0,0,0,0,1,0,0
3447,1,0,0,0,1,1,0,0
3448,5,0,0,0,0,0,1,1
3449,1,1,0,1,0,0,1,1
3450,8,1,0,1,0,0,0,1
3451,8,1,0,0,1,0,1,1
3452,1,0,1,0,1,1,0,0
3453,2,1,0,0,0,0,0,1
3454,0,0,1,0,1,0,1,0
3455,4,1,0,1,1,0,0,0
3456,5,0,0,0,0,0,1,0
3457,6,1,0,0,0,0,0,1
3458,0,1,0,0,1,0,1,0
3459,2,1,0,1,0,1,1,0
3460,3,1,0,0,1,0,0,1
3461,1,0,1,0,0,1,0,0
3462,1,1,0,0,1,1,0,0
3463,7,0,1,0,0,0,0,0
3464,1,1,0,0,1,0,1,0
3465,3,1,0,1,0,1,1,1
